OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-P11W15:20160623:0958:SR,Sample-Routine,Water,Surface Water,2016-06-23,09:58:00,EDT,,,,,,,,,,,,1771,Enhanced WLEB Tributary Monitoring,,21OHIO_WQX-P11W15,AI CREEK NEAR SWANTON @ ST. RT. 2,189192,,,,41.5825000000,-83.8611000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864809323,,as N,Nitrate + Nitrite,Unfiltered,5.11,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-P11W15%3A20160623%3A0958%3ASR/results/864809323/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:06,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303557:20160809:1420:SR,Sample-Routine,Water,Surface Water,2016-08-09,14:20:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303557,JOHNS CREEK @ ETNA-WATERLOO RD.,192425,,,,38.6874970000,-82.5352900000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864839137,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303557%3A20160809%3A1420%3ASR/results/864839137/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:58,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203932:20160630:1023:SR,Sample-Routine,Water,Surface Water,2016-06-30,10:23:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-203932,"LAKE ALMA, L-1",189664,,,,39.1466000000,-82.5166000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864769359,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,SURFACE,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-203932%3A20160630%3A1023%3ASR/results/864769359/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:51,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-500820:20160620:1308:SR,Sample-Routine,Water,Surface Water,2016-06-20,13:08:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-500820,"SANDUSKY R. UPST. FREMONT @ RICE RD,",188817,,,,41.3078000000,-83.1589000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864795797,,as N,Nitrate + Nitrite,Unfiltered,0.13,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-500820%3A20160620%3A1308%3ASR/results/864795797/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:21,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-501030:20160314:1151:SR,Sample-Routine,Water,Surface Water,2016-03-14,11:51:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-501030,"HURON R. AT MILAN, DST U.S. RT. 250 @ GAGE",185889,,,,41.3017000000,-82.6069000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864796271,,as N,Nitrate + Nitrite,Unfiltered,5.05,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-501030%3A20160314%3A1151%3ASR/results/864796271/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:23,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-600960:20161229:0950:SR,Sample-Routine,Water,Surface Water,2016-12-29,09:50:00,EST,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-600960,SCIOTO R. AT CIRCLEVILLE @ U.S. RT. 22,199142,,,,39.6014000000,-82.9553000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864850775,,as N,Nitrate + Nitrite,Unfiltered,4.45,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-600960%3A20161229%3A0950%3ASR/results/864850775/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:34,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303650:20160713:1536:SR,Sample-Routine,Water,Surface Water,2016-07-13,15:36:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303650,WATSON CREEK @ LONG CREEK RD.,190594,,,,38.5916640000,-82.3798880000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864792320,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303650%3A20160713%3A1536%3ASR/results/864792320/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:09,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-204492:20160209:1135:SR,Sample-Routine,Water,Surface Water,2016-02-09,11:35:00,EST,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-204492,"COE LAKE, L-1",185319,,,,41.3619000000,-81.8506000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864771703,,as N,Nitrate + Nitrite,Unfiltered,1.42,mg/L,,Final,,Actual,,,,,,,,,,Surface,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-204492%3A20160209%3A1135%3ASR/results/864771703/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:59,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-203926:20160719:1154:SR,Sample-Routine,Water,Surface Water,2016-07-19,11:54:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-203926,"TYCOON LAKE, L-1",190774,,,,38.9269000000,-82.3536000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864768997,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,SURFACE,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-203926%3A20160719%3A1154%3ASR/results/864768997/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:50,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300427:20160831:1015:SR,Sample-Routine,Water,Surface Water,2016-08-31,10:15:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-300427,CUTLER LAKE (TRIB. TO MANNS FORK),193811,,,,39.8172210000,-81.8490900000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864830651,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,bottom,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300427%3A20160831%3A1015%3ASR/results/864830651/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:32,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03W33:20160803:1055:SR,Sample-Routine,Water,Surface Water,2016-08-03,10:55:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03W33,RACCOON CREEK DST. SANDY RUN (LAKE HOPE) @ CO. RD. 3,191941,,,,39.3172000000,-82.3514000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864867401,,as N,Nitrate + Nitrite,Unfiltered,0.26,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03W33%3A20160803%3A1055%3ASR/results/864867401/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:33,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-501030:20160906:1139:SR,Sample-Routine,Water,Surface Water,2016-09-06,11:39:00,EDT,,,,,,,,,,,,1385;1790,Monthly Ambient Stations;Huron River Basin 2016 TMDL,,21OHIO_WQX-501030,"HURON R. AT MILAN, DST U.S. RT. 250 @ GAGE",194047,,,,41.3017000000,-82.6069000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864849034,,as N,Nitrate + Nitrite,Unfiltered,3.11,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-501030%3A20160906%3A1139%3ASR/results/864849034/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:28,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303603:20160713:1410:SR,Sample-Routine,Water,Surface Water,2016-07-13,14:10:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-303603,MCATEE RUN @ US 52,190531,,,,38.6281800000,-83.1594220000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864788889,,as N,Nitrate + Nitrite,Unfiltered,0.31,mg/L,,Final,,Actual,,,,,,,,,,#13 Associated field blank 155668.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303603%3A20160713%3A1410%3ASR/results/864788889/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:57,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303615:20160622:1032:SR,Sample-Routine,Water,Surface Water,2016-06-22,10:32:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-303615,Thompson Run adj. Roswell Rd,189017,,,,40.5073270000,-81.2396370000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864789715,,as N,Nitrate + Nitrite,Unfiltered,0.31,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303615%3A20160622%3A1032%3ASR/results/864789715/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:00,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-601260:20160926:0958:SR,Sample-Routine,Water,Surface Water,2016-09-26,09:58:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-601260,MILL CREEK UPST. BELLPOINT @ MILLS RD. U.S.G.S. GAGE,195406,,,,40.2481000000,-83.1736000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864850836,,as N,Nitrate + Nitrite,Unfiltered,3.53,mg/L,,Final,,Actual,,,,,,,,,,ammonia rejected due to blank contamination,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-601260%3A20160926%3A0958%3ASR/results/864850836/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:34,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X99Q04:20160823:1010:SR,Sample-Routine,Water,Surface Water,2016-08-23,10:10:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X99Q04,HONEY CREEK E OF RUSSELLVILLE @ MOUTH,193446,,,,38.8715830000,-83.7683000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864870089,,as N,Nitrate + Nitrite,Unfiltered,0.15,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X99Q04%3A20160823%3A1010%3ASR/results/864870089/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:44,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-R08S14:20160622:1210:SR,Sample-Routine,Water,Surface Water,2016-06-22,12:10:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-R08S14,CONOTTON CREEK S OF NEW CUMBERLAND @ CO. RD. 90,189021,,,,40.5211000000,-81.3058000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864810761,,as N,Nitrate + Nitrite,Unfiltered,0.49,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-R08S14%3A20160622%3A1210%3ASR/results/864810761/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:11,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300601:20160928:1332:SR,Sample-Routine,Water,Surface Water,2016-09-28,13:32:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-300601,"HUFF RUN @ GREQUES FARM, OFF HERITAGE RD.",195535,,,,40.6198100000,-81.2529000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864831032,,as N,Nitrate + Nitrite,Unfiltered,0.34,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300601%3A20160928%3A1332%3ASR/results/864831032/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:34,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303555:20160908:1323:SR,Sample-Routine,Water,Surface Water,2016-09-08,13:23:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303555,BUCKEYE CREEK (TRIB. TO JOHNS. CK.) ADJ. BUCKEYE RD.,194274,,,,38.7062810000,-82.5495880000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864838982,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303555%3A20160908%3A1323%3ASR/results/864838982/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:58,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01G12:20160908:1040:SR,Sample-Routine,Water,Surface Water,2016-09-08,10:40:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01G12,W. BR. HURON R. NE OF NEW HAVEN @ GREEN BUSH RD.,194247,,,,41.0455120000,-82.6579910000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864855469,,as N,Nitrate + Nitrite,Unfiltered,0.19,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01G12%3A20160908%3A1040%3ASR/results/864855469/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:49,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01K16:20160614:1105:SR,Sample-Routine,Water,Surface Water,2016-06-14,11:05:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01K16,W. BR. HURON R. S OF MONROEVILLE @ TERRY RD.,188316,,,,41.1919000000,-82.6882000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864803819,,as N,Nitrate + Nitrite,Unfiltered,0.39,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01K16%3A20160614%3A1105%3ASR/results/864803819/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:48,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X04P03:20160713:1205:SR,Sample-Routine,Water,Surface Water,2016-07-13,12:05:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X04P03,TURKEY CREEK DST. ROOSEVELT LAKE @ ST. RT. 125,190514,,,,38.7264000000,-83.1708000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864822890,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,#3 Associated field blank  DES lab # 190518,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X04P03%3A20160713%3A1205%3ASR/results/864822890/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:50,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X02W04:20160705:1100:SR,Sample-Routine,Water,Surface Water,2016-07-05,11:00:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X02W04,TOWN RUN DST. GEORGETOWN WWTP,189778,,,,38.8514000000,-83.9125000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864821908,,as N,Nitrate + Nitrite,Unfiltered,0.56,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X02W04%3A20160705%3A1100%3ASR/results/864821908/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:47,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-P11K33:20160810:1136:SR,Sample-Routine,Water,Surface Water,2016-08-10,11:36:00,EDT,2016-08-11,10:36:00,EDT,,,,,,,,,1678,Maumee River/Auglaize River Mainstems 2012-13,,21OHIO_WQX-P11K33,MAUMEE R. AT GRAND RAPIDS @ ST. RT. 578 (BRIDGE ST.),192624,,,,41.4142000000,-83.8606000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864858793,,as N,Nitrate + Nitrite,Unfiltered,0.11,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-P11K33%3A20160810%3A1136%3ASR/results/864858793/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:00,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303598:20160728:1130:SR,Sample-Routine,Water,Surface Water,2016-07-28,11:30:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-303598,ISLAND CREEK @ ISLAND CREEK RD.,191585,,,,38.7022500000,-83.5822360000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864788552,,as N,Nitrate + Nitrite,Unfiltered,0.23,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303598%3A20160728%3A1130%3ASR/results/864788552/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-302838:20160718:1325:SR,Sample-Routine,Water,Surface Water,2016-07-18,13:25:00,EDT,,,,,,,,,,,,1771,Enhanced WLEB Tributary Monitoring,,21OHIO_WQX-302838,The Outlet @ TR 251 above Findlay,190714,,,,41.0355560000,-83.5201560000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864779959,,as N,Nitrate + Nitrite,Unfiltered,2.66,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-302838%3A20160718%3A1325%3ASR/results/864779959/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:28,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01G09:20160804:1203:SR,Sample-Routine,Water,Surface Water,2016-08-04,12:03:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01G09,SHILOH DITCH (48.05) @ PLYMOUTH EAST RD.,192076,,,,41.0096000000,-82.5761000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864855310,,as N,Nitrate + Nitrite,Unfiltered,1.59,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01G09%3A20160804%3A1203%3ASR/results/864855310/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:49,STORET
